,path,file_name,exp_id,sensor,frequency,activity_id,activity,activity_details
527,DataSet2/User19/223_Werable1_2020-10-25T12.30.44.913_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,223_Werable1_2020-10-25T12.30.44.913_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,223,Gyroscope,100.000Hz,1,Sitting,Reading a book
528,DataSet2/User19/225_Werable1_2020-10-25T12.38.53.195_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,225_Werable1_2020-10-25T12.38.53.195_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,225,Magnetometer,20.000Hz,3,Using computer,Typing
529,DataSet2/User19/230_Werable1_2020-10-25T13.05.20.867_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,230_Werable1_2020-10-25T13.05.20.867_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,230,Pressure,7.330Hz,8,Standing,Standing
530,DataSet2/User19/226_Werable1_2020-10-25T12.42.30.274_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,226_Werable1_2020-10-25T12.42.30.274_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,226,Pressure,7.330Hz,4,Using computer,Browsing
531,DataSet2/User19/231_Werable1_2020-10-25T13.21.42.088_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,231_Werable1_2020-10-25T13.21.42.088_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,231,Gyroscope,100.000Hz,9,Standing,Walking
532,DataSet2/User19/231_Werable1_2020-10-25T13.21.42.088_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,231_Werable1_2020-10-25T13.21.42.088_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,231,Pressure,7.330Hz,9,Standing,Walking
533,DataSet2/User19/227new_Werable1_2020-10-25T12.57.54.156_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,227new_Werable1_2020-10-25T12.57.54.156_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,227,Gyroscope,100.000Hz,5,While sitting,"Moving head, body"
534,DataSet2/User19/230_Werable1_2020-10-25T13.05.20.867_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,230_Werable1_2020-10-25T13.05.20.867_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,230,Magnetometer,20.000Hz,8,Standing,Standing
535,DataSet2/User19/232_Werable1_2020-10-25T13.24.40.773_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,232_Werable1_2020-10-25T13.24.40.773_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,232,Magnetometer,20.000Hz,10,Standing,Running
536,DataSet2/User19/234_Werable1_2020-10-25T13.09.02.104_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,234_Werable1_2020-10-25T13.09.02.104_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,234,Gyroscope,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
537,DataSet2/User19/230_Werable1_2020-10-25T13.05.20.867_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,230_Werable1_2020-10-25T13.05.20.867_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,230,Accelerometer,100.000Hz,8,Standing,Standing
538,DataSet2/User19/228new_Werable1_2020-10-25T13.01.06.882_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,228new_Werable1_2020-10-25T13.01.06.882_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,228,Magnetometer,20.000Hz,6,While sitting,Moving chair
539,DataSet2/User19/227new_Werable1_2020-10-25T12.57.54.156_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,227new_Werable1_2020-10-25T12.57.54.156_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,227,Pressure,7.330Hz,5,While sitting,"Moving head, body"
540,DataSet2/User19/228new_Werable1_2020-10-25T13.01.06.882_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,228new_Werable1_2020-10-25T13.01.06.882_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,228,Accelerometer,100.000Hz,6,While sitting,Moving chair
541,DataSet2/User19/225_Werable1_2020-10-25T12.38.53.195_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,225_Werable1_2020-10-25T12.38.53.195_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,225,Pressure,7.330Hz,3,Using computer,Typing
542,DataSet2/User19/232_Werable1_2020-10-25T13.24.40.773_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,232_Werable1_2020-10-25T13.24.40.773_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,232,Accelerometer,100.000Hz,10,Standing,Running
543,DataSet2/User19/229_Werable1_2020-10-25T12.52.56.325_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,229_Werable1_2020-10-25T12.52.56.325_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,229,Pressure,7.330Hz,7,Sitting,Stand up from sitting
544,DataSet2/User19/224_Werable1_2020-10-25T12.34.27.188_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,224_Werable1_2020-10-25T12.34.27.188_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,224,Accelerometer,100.000Hz,2,Sitting,Writing in a notebook
545,DataSet2/User19/235_Werable1_2020-10-25T13.11.52.337_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,235_Werable1_2020-10-25T13.11.52.337_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,235,Magnetometer,20.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
546,DataSet2/User19/236_Werable1_2020-10-25T13.15.11.047_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,236_Werable1_2020-10-25T13.15.11.047_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,236,Pressure,7.330Hz,14,Sitting,Pick up items from floor
547,DataSet2/User19/226_Werable1_2020-10-25T12.42.30.274_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,226_Werable1_2020-10-25T12.42.30.274_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,226,Gyroscope,100.000Hz,4,Using computer,Browsing
548,DataSet2/User19/223_Werable1_2020-10-25T12.30.44.913_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,223_Werable1_2020-10-25T12.30.44.913_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,223,Accelerometer,100.000Hz,1,Sitting,Reading a book
549,DataSet2/User19/231_Werable1_2020-10-25T13.21.42.088_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,231_Werable1_2020-10-25T13.21.42.088_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,231,Magnetometer,20.000Hz,9,Standing,Walking
550,DataSet2/User19/226_Werable1_2020-10-25T12.42.30.274_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,226_Werable1_2020-10-25T12.42.30.274_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,226,Accelerometer,100.000Hz,4,Using computer,Browsing
551,DataSet2/User19/232_Werable1_2020-10-25T13.24.40.773_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,232_Werable1_2020-10-25T13.24.40.773_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,232,Pressure,7.330Hz,10,Standing,Running
552,DataSet2/User19/235_Werable1_2020-10-25T13.11.52.337_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,235_Werable1_2020-10-25T13.11.52.337_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,235,Pressure,7.330Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
553,DataSet2/User19/232_Werable1_2020-10-25T13.24.40.773_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,232_Werable1_2020-10-25T13.24.40.773_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,232,Gyroscope,100.000Hz,10,Standing,Running
554,DataSet2/User19/236_Werable1_2020-10-25T13.15.11.047_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,236_Werable1_2020-10-25T13.15.11.047_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,236,Gyroscope,100.000Hz,14,Sitting,Pick up items from floor
555,DataSet2/User19/234_Werable1_2020-10-25T13.09.02.104_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,234_Werable1_2020-10-25T13.09.02.104_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,234,Accelerometer,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
556,DataSet2/User19/233_Werable1_2020-10-25T13.27.36.313_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,233_Werable1_2020-10-25T13.27.36.313_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,233,Magnetometer,20.000Hz,11,Standing,Taking stairs
557,DataSet2/User19/237_Werable1_2020-10-25T13.18.23.119_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,237_Werable1_2020-10-25T13.18.23.119_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,237,Magnetometer,20.000Hz,15,Standing,Pick up items from floor
558,DataSet2/User19/234_Werable1_2020-10-25T13.09.02.104_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,234_Werable1_2020-10-25T13.09.02.104_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,234,Magnetometer,20.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
559,DataSet2/User17/204new_Werable1_2020-10-25T11.40.54.282_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,204new_Werable1_2020-10-25T11.40.54.282_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,204,Gyroscope,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
560,DataSet2/User17/200new_Werable1_2020-10-25T11.37.50.627_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,200new_Werable1_2020-10-25T11.37.50.627_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,200,Gyroscope,100.000Hz,8,Standing,Standing
561,DataSet2/User17/205new_Werable1_2020-10-25T11.43.53.662_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,205new_Werable1_2020-10-25T11.43.53.662_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,205,Pressure,7.330Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
562,DataSet2/User17/207new_Werable1_2020-10-25T11.54.43.417_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,207new_Werable1_2020-10-25T11.54.43.417_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,207,Gyroscope,100.000Hz,15,Standing,Pick up items from floor
563,DataSet2/User17/198new_Werable1_2020-10-25T11.31.45.711_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,198new_Werable1_2020-10-25T11.31.45.711_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,198,Magnetometer,20.000Hz,6,While sitting,Moving chair
564,DataSet2/User17/207new_Werable1_2020-10-25T11.54.43.417_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,207new_Werable1_2020-10-25T11.54.43.417_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,207,Pressure,7.330Hz,15,Standing,Pick up items from floor
565,DataSet2/User17/196new_Werable1_2020-10-25T11.25.37.152_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,196new_Werable1_2020-10-25T11.25.37.152_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,196,Pressure,7.330Hz,4,Using computer,Browsing
566,DataSet2/User17/203new_Werable1_2020-10-25T12.06.03.487_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,203new_Werable1_2020-10-25T12.06.03.487_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,203,Pressure,7.330Hz,11,Standing,Taking stairs
567,DataSet2/User17/200new_Werable1_2020-10-25T11.37.50.627_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,200new_Werable1_2020-10-25T11.37.50.627_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,200,Accelerometer,100.000Hz,8,Standing,Standing
568,DataSet2/User17/194new_Werable1_2020-10-25T11.19.11.775_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,194new_Werable1_2020-10-25T11.19.11.775_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,194,Pressure,7.330Hz,2,Sitting,Writing in a notebook
569,DataSet2/User17/202new_Werable1_2020-10-25T12.01.55.886_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,202new_Werable1_2020-10-25T12.01.55.886_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,202,Pressure,7.330Hz,10,Standing,Running
570,DataSet2/User17/202new_Werable1_2020-10-25T12.01.55.886_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,202new_Werable1_2020-10-25T12.01.55.886_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,202,Accelerometer,100.000Hz,10,Standing,Running
571,DataSet2/User17/206new_Werable1_2020-10-25T11.51.40.899_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,206new_Werable1_2020-10-25T11.51.40.899_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,206,Magnetometer,20.000Hz,14,Sitting,Pick up items from floor
572,DataSet2/User17/194new_Werable1_2020-10-25T11.19.11.775_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,194new_Werable1_2020-10-25T11.19.11.775_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,194,Magnetometer,20.000Hz,2,Sitting,Writing in a notebook
573,DataSet2/User17/199new_Werable1_2020-10-25T11.34.55.845_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,199new_Werable1_2020-10-25T11.34.55.845_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,199,Gyroscope,100.000Hz,7,Sitting,Stand up from sitting
574,DataSet2/User17/194new_Werable1_2020-10-25T11.19.11.775_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,194new_Werable1_2020-10-25T11.19.11.775_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,194,Accelerometer,100.000Hz,2,Sitting,Writing in a notebook
575,DataSet2/User17/202new_Werable1_2020-10-25T12.01.55.886_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,202new_Werable1_2020-10-25T12.01.55.886_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,202,Gyroscope,100.000Hz,10,Standing,Running
576,DataSet2/User17/195new_Werable1_2020-10-25T11.22.32.498_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,195new_Werable1_2020-10-25T11.22.32.498_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,195,Gyroscope,100.000Hz,3,Using computer,Typing
577,DataSet2/User17/203new_Werable1_2020-10-25T12.06.03.487_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,203new_Werable1_2020-10-25T12.06.03.487_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,203,Gyroscope,100.000Hz,11,Standing,Taking stairs
578,DataSet2/User17/205new_Werable1_2020-10-25T11.43.53.662_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,205new_Werable1_2020-10-25T11.43.53.662_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,205,Magnetometer,20.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
579,DataSet2/User17/193new_Werable1_2020-10-25T11.13.43.280_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,193new_Werable1_2020-10-25T11.13.43.280_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,193,Accelerometer,100.000Hz,1,Sitting,Reading a book
580,DataSet2/User17/202new_Werable1_2020-10-25T12.01.55.886_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,202new_Werable1_2020-10-25T12.01.55.886_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,202,Magnetometer,20.000Hz,10,Standing,Running
581,DataSet2/User17/193new_Werable1_2020-10-25T11.13.43.280_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,193new_Werable1_2020-10-25T11.13.43.280_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,193,Gyroscope,100.000Hz,1,Sitting,Reading a book
582,DataSet2/User17/206new_Werable1_2020-10-25T11.51.40.899_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,206new_Werable1_2020-10-25T11.51.40.899_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,206,Pressure,7.330Hz,14,Sitting,Pick up items from floor
583,DataSet2/User17/195new_Werable1_2020-10-25T11.22.32.498_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,195new_Werable1_2020-10-25T11.22.32.498_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,195,Pressure,7.330Hz,3,Using computer,Typing
584,DataSet2/User17/204new_Werable1_2020-10-25T11.40.54.282_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,204new_Werable1_2020-10-25T11.40.54.282_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,204,Accelerometer,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
585,DataSet2/User17/205new_Werable1_2020-10-25T11.43.53.662_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,205new_Werable1_2020-10-25T11.43.53.662_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,205,Accelerometer,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
586,DataSet2/User17/206new_Werable1_2020-10-25T11.51.40.899_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,206new_Werable1_2020-10-25T11.51.40.899_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,206,Gyroscope,100.000Hz,14,Sitting,Pick up items from floor
587,DataSet2/User17/200new_Werable1_2020-10-25T11.37.50.627_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,200new_Werable1_2020-10-25T11.37.50.627_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,200,Pressure,7.330Hz,8,Standing,Standing
588,DataSet2/User17/194new_Werable1_2020-10-25T11.19.11.775_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,194new_Werable1_2020-10-25T11.19.11.775_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,194,Gyroscope,100.000Hz,2,Sitting,Writing in a notebook
589,DataSet2/User17/199new_Werable1_2020-10-25T11.34.55.845_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,199new_Werable1_2020-10-25T11.34.55.845_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,199,Pressure,7.330Hz,7,Sitting,Stand up from sitting
590,DataSet2/User17/196new_Werable1_2020-10-25T11.25.37.152_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,196new_Werable1_2020-10-25T11.25.37.152_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,196,Magnetometer,20.000Hz,4,Using computer,Browsing
591,DataSet2/User17/203new_Werable1_2020-10-25T12.06.03.487_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,203new_Werable1_2020-10-25T12.06.03.487_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,203,Magnetometer,20.000Hz,11,Standing,Taking stairs
592,DataSet2/User17/203new_Werable1_2020-10-25T12.06.03.487_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,203new_Werable1_2020-10-25T12.06.03.487_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,203,Accelerometer,100.000Hz,11,Standing,Taking stairs
593,DataSet2/User17/199new_Werable1_2020-10-25T11.34.55.845_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,199new_Werable1_2020-10-25T11.34.55.845_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,199,Accelerometer,100.000Hz,7,Sitting,Stand up from sitting
594,DataSet2/User17/201new_Werable1_2020-10-25T11.58.49.458_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,201new_Werable1_2020-10-25T11.58.49.458_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,201,Gyroscope,100.000Hz,9,Standing,Walking
595,DataSet2/User17/200new_Werable1_2020-10-25T11.37.50.627_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,200new_Werable1_2020-10-25T11.37.50.627_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,200,Magnetometer,20.000Hz,8,Standing,Standing
596,DataSet2/User17/196new_Werable1_2020-10-25T11.25.37.152_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,196new_Werable1_2020-10-25T11.25.37.152_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,196,Gyroscope,100.000Hz,4,Using computer,Browsing
597,DataSet2/User17/201new_Werable1_2020-10-25T11.58.49.458_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,201new_Werable1_2020-10-25T11.58.49.458_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,201,Magnetometer,20.000Hz,9,Standing,Walking
598,DataSet2/User17/196new_Werable1_2020-10-25T11.25.37.152_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,196new_Werable1_2020-10-25T11.25.37.152_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,196,Accelerometer,100.000Hz,4,Using computer,Browsing
599,DataSet2/User17/195new_Werable1_2020-10-25T11.22.32.498_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,195new_Werable1_2020-10-25T11.22.32.498_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,195,Magnetometer,20.000Hz,3,Using computer,Typing
600,DataSet2/User17/199new_Werable1_2020-10-25T11.34.55.845_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,199new_Werable1_2020-10-25T11.34.55.845_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,199,Magnetometer,20.000Hz,7,Sitting,Stand up from sitting
601,DataSet2/User17/201new_Werable1_2020-10-25T11.58.49.458_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,201new_Werable1_2020-10-25T11.58.49.458_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,201,Accelerometer,100.000Hz,9,Standing,Walking
602,DataSet2/User17/198new_Werable1_2020-10-25T11.31.45.711_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,198new_Werable1_2020-10-25T11.31.45.711_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,198,Gyroscope,100.000Hz,6,While sitting,Moving chair
603,DataSet2/User17/193new_Werable1_2020-10-25T11.13.43.280_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,193new_Werable1_2020-10-25T11.13.43.280_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,193,Magnetometer,20.000Hz,1,Sitting,Reading a book
604,DataSet2/User17/197new_Werable1_2020-10-25T11.28.39.529_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,197new_Werable1_2020-10-25T11.28.39.529_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,197,Gyroscope,100.000Hz,5,While sitting,"Moving head, body"
605,DataSet2/User17/207new_Werable1_2020-10-25T11.54.43.417_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,207new_Werable1_2020-10-25T11.54.43.417_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,207,Accelerometer,100.000Hz,15,Standing,Pick up items from floor
606,DataSet2/User17/201new_Werable1_2020-10-25T11.58.49.458_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,201new_Werable1_2020-10-25T11.58.49.458_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,201,Pressure,7.330Hz,9,Standing,Walking
607,DataSet2/User17/206new_Werable1_2020-10-25T11.51.40.899_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,206new_Werable1_2020-10-25T11.51.40.899_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,206,Accelerometer,100.000Hz,14,Sitting,Pick up items from floor
608,DataSet2/User17/197new_Werable1_2020-10-25T11.28.39.529_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,197new_Werable1_2020-10-25T11.28.39.529_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,197,Accelerometer,100.000Hz,5,While sitting,"Moving head, body"
609,DataSet2/User17/195new_Werable1_2020-10-25T11.22.32.498_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,195new_Werable1_2020-10-25T11.22.32.498_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,195,Accelerometer,100.000Hz,3,Using computer,Typing
610,DataSet2/User17/204new_Werable1_2020-10-25T11.40.54.282_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,204new_Werable1_2020-10-25T11.40.54.282_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,204,Magnetometer,20.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
611,DataSet2/User17/193new_Werable1_2020-10-25T11.13.43.280_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,193new_Werable1_2020-10-25T11.13.43.280_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,193,Pressure,7.330Hz,1,Sitting,Reading a book
612,DataSet2/User17/204new_Werable1_2020-10-25T11.40.54.282_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,204new_Werable1_2020-10-25T11.40.54.282_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,204,Pressure,7.330Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
613,DataSet2/User17/207new_Werable1_2020-10-25T11.54.43.417_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,207new_Werable1_2020-10-25T11.54.43.417_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,207,Magnetometer,20.000Hz,15,Standing,Pick up items from floor
614,DataSet2/User17/197new_Werable1_2020-10-25T11.28.39.529_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,197new_Werable1_2020-10-25T11.28.39.529_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,197,Magnetometer,20.000Hz,5,While sitting,"Moving head, body"
615,DataSet2/User17/198new_Werable1_2020-10-25T11.31.45.711_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,198new_Werable1_2020-10-25T11.31.45.711_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,198,Accelerometer,100.000Hz,6,While sitting,Moving chair
616,DataSet2/User17/198new_Werable1_2020-10-25T11.31.45.711_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,198new_Werable1_2020-10-25T11.31.45.711_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,198,Pressure,7.330Hz,6,While sitting,Moving chair
